Sentence #,sylhet_word,bio_tag
,যাওয়া,O
,লাগবো,O
Sentence: 2086,তুমি,O
,সমুদ্র,O
,বালা,B-LOC
,ফাও,O
,কিওর,O
,লাগি,O
Sentence: 3037,আমরা,O
,হারি,O
,গেছিলাম,O
Sentence: 2629,দুপুরবেলাত,O
,কিতা,O
,খাইলায়,O
Sentence: 3318,আমার,O
,সব,O
,থাকি,O
,বেশি,O
,ভালা,O
,লাগে,O
Sentence: 1242,মুই,O
,তারে,O
,খই,O
,দিসি,O
,মুই,O
,আর,O
,তুমার,O
,লগে,O
,সংসার,O
,করিয়ার,O
,না,O
Sentence: 2105,ফুরিগু,O
,খুব,O
,বুদ্ধিমতী,O
Sentence: 3203,জীবনেও,O
,ভুলতাম,O
,ফারতাম,O
,নায়,O
Sentence: 1368,যদি,O
,মুই,O
,জানিলাইছি,O
,ইকান,O
,হুনিয়া,O
,মোর,O
,খেতি,O
,করার,O
,চেষ্টা,O
,করে,O
Sentence: 2845,আমি,O
,সোকাইলকু,O
,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 3112,তারে,O
,কাজল,B-OBJ
,দিলে,O
,বাক্কা,O
,ভালা,O
,লাগে,O
Sentence: 2797,আমি,O
,পড়রাম,O
Sentence: 527,আমি,O
,একজন,O
,সরকারি,B-ROLE
,কর্মকর্তা,I-ROLE
Sentence: 96,মাঝে,O
,মাঝে,O
,মনে,O
,অয়,O
,ঘরবাড়ি,O
,সব,O
,মশার,B-ANI
,নামে,O
,লেকিয়া,O
,দিয়া,O
,মুই,O
,জঙ্গলো,B-LOC
,যাই,O
,গিয়া,O
Sentence: 734,পানির,B-FOOD
,আরেক,O
,নাম,O
,জীবন,O
Sentence: 1166,ফুড়িয়ে,O
,তানর,O
,লগে,O
,ঘটা,O
,ফুয়ার,O
,সব,O
,ঘটনা,O
,ফুয়ার,O
,পরিবাররে,O
,জানায়,O
Sentence: 2607,দুপুরবেলাত,O
,কিতা,O
,খাইলায়,O
Sentence: 232,তুমি,O
,নাই,O
,অউ,O
,কঠিন,O
,সত্তিটা,O
,মুই,O
,এবোধরি,O
,বিশ্বাস,O
,খরতাম,O
,ফারিয়ার,O
,না,O
Sentence: 1048,মুই,O
,মোর,O
,জামাইরে,B-REL
,অনেখ,O
,ভালাপাই,O
Sentence: 2476,শিশুটার,O
,কিছুদিন,O
,ধরিয়া,O
,সর্দি,O
,কাশি,O
Sentence: 917,তুমিতাইন,O
,দুপুরবেলাত,O
,কিতা,O
,দিয়া,O
,ভাত,B-FOOD
,খাইলায়,O
Sentence: 1365,মুই,O
,মোর,O
,আফা,B-REL
,থাকি,O
,বাক্কা,O
,বছ্‌রর,O
,ছুটো,O
Sentence: 2214,মুই,O
,আমার,O
,স্বামীর,B-REL
,লগে,O
,বিয়ানে,O
,পার্কে,B-LOC
,ফাকানিত,O
,যাইমু,O
Sentence: 2327,থোমার,O
,বয়স,O
,কত,O
Sentence: 2706,ঘুম,O
,তনে,O
,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 2320,তোমার,O
,লহে,O
,আমার,O
,আম্মা,B-REL
,মাত,O
,তে,O
,চায়,O
Sentence: 1371,মোর,O
,গেছে,O
,লাগে,O
,মুই,O
,জানিলাইছি,O
,ইকান,O
,তারা,O
,হুনলে,O
,মোরে,O
,জানে,O
,মারতেও,O
,তারা,O
,দুইবার,O
,ভাবতা,O
,নায়,O
Sentence: 197,জীবনে,O
,বহুত,O
,গান,O
,হুনি,O
,এরবাদেও,O
,খেনে,O
,জানি,O
,না,O
,অউ,O
,গান,O
,গুইন্তর,O
,মতো,O
,অতো,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 1358,মুই,O
,বিশ্বাস,O
,খরতাম,O
,ফারছিলাম,O
,না,O
,মোর,O
,বইন,B-REL
,অলা,O
,কাম,O
,করবা,O
Sentence: 3071,বইনের,B-REL
,কিতা,O
,বিয়া,O
,অই,O
,গেছে,O
,নি,O
Sentence: 99,লগে,O
,থাকিও,O
,সাড়া,O
,জীবন,O
,দূরই,O
,যাইয়ো,O
,না,O
Sentence: 3401,আফনে,O
,মাত্তা,O
,ফারোইন,O
,না,O
Sentence: 184,কালা,B-COL
,আর,O
,লাল,B-COL
,শাড়ীত,B-OBJ
,মৌসুমী,B-PER
,আফারে,O
,সেই,O
,সুন্দরী,O
,লাগে,O
Sentence: 2539,সিটি,B-ORG
,কপোরেশন,I-ORG
,অপিশ,I-ORG
,আছে,O
Sentence: 875,ওখনও,O
,নানার,B-REL
,বাড়িত,O
,ওউ,O
,থাকি,O
Sentence: 546,তুমিতাইন,O
,কিতা,O
,আমারে,O
,বালা,O
,ফাও,O
,না,O
,নি,O
Sentence: 3170,ভেমতালা,O
,লাগিয়া,O
,উবাই,O
,রইছিলাম,O
Sentence: 1713,বাক্কা,O
,কতটা,O
,নয়া,O
,বই,B-OBJ
,দেখিয়া,O
,আমি,O
,অবাক,O
,ওই,O
,গেছি,O
Sentence: 660,আমারে,O
,সবে,O
,এক,O
,নামেউ,O
,চিনে,O
Sentence: 18,আমি,O
,তুমারে,O
,কল,O
,দিতাম,O
,নায়,O
Sentence: 1975,ফুয়াটায়,O
,ভালা,O
,চাকরি,O
,করে,O
Sentence: 2984,ফুরাই,O
,গেছে,O
Sentence: 2490,এই,O
,ফুঙ্গা,O
,ফুয়াটা,O
,দুইদিন,O
,ধরিয়া,O
,ফড়ালেখা,O
,করছইন,O
,না,O
Sentence: 565,একপাল,O
,বেটিন,O
,রাস্তাত,B-LOC
,হাঁটের,O
Sentence: 1708,বাস,B-OBJ
,তাকি,O
,যখন,O
,নামছিলা,O
,তখন,O
,সকাল,O
,ওই,O
,গেছিল,O
Sentence: 500,আমি,O
,কোন,O
,সময়,O
,ওউ,O
,তোমারে,O
,ভুলতাম,O
,নায়,O
Sentence: 2577,আমি,O
,তারে,O
,কইলাম,O
,ইতা,O
,কইরো,O
,না,O
Sentence: 784,তুমিতাইন,O
,কম,O
,মাতো,O
Sentence: 1436,তারে,O
,আমি,O
,কইয়া,O
,রাখছিলাম,O
,যে,O
,মুই,O
,তুমারে,O
,বিশ্বাস,O
,খরতে,O
,সময়,O
,লাগবো,O
Sentence: 3360,ইচা,B-FOOD
,মাছ,I-FOOD
,খাইতে,O
,বেশি,O
,ভালা,O
,লাগে,O
Sentence: 1448,তেবো,O
,মুই,O
,তারে,O
,অখনো,O
,ভালাপাই,O
Sentence: 2722,আমার,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 1548,ওউ,O
,ব্যাপারও,O
,শিওর,O
,নায়,O
Sentence: 2540,বাউট,O
,সমস্যায়,O
,আছি,O
Sentence: 70,বহুুত,O
,ভালা,O
,লেখছইন,O
Sentence: 237,দম,O
,বন,O
,অইয়া,O
,আয়,O
,চিক্কার,O
,মারিয়া,O
,কান্দার,O
,ইচ্ছা,O
,খরে,O
Sentence: 1015,আমার,O
,হড়িও,B-REL
,নাই,O
,মারা,O
,গেছইন,O
,বাক্কা,O
,আগে,O
Sentence: 663,আমার,O
,টমেটো,B-FOOD
,বেশি,O
,বালা,O
,লাগে,O
Sentence: 1220,এখজন,O
,মা,B-REL
,ফুড়ির,B-REL
,সংসারো,O
,কিতা,O
,অলান,O
,অশান্তি,O
,খরতো,O
,ফারে,O
,নি,O
Sentence: 1392,অখন,O
,তুমি,O
,আমার,O
,টাইন,O
,মাফ,O
,চাও,O
Sentence: 77,আফনার,O
,হাসির,O
,কাছে,O
,সব,O
,কিছু,O
,হার,O
,মানি,O
,যায়,O
Sentence: 724,আইজ,O
,আমার,O
,বন্ধুর,B-REL
,বিয়া,O
Sentence: 947,আমারে,O
,ঢুকতে,O
,দেউকা,O
Sentence: 993,হে,O
,আবার,O
,ওখন,O
,ফিরাইয়া,O
,নিতো,O
,চায়,O
,আমারে,O
Sentence: 1997,মোর,O
,বইন,B-REL
,হখল,O
,সময়,O
,মোর,O
,লগে,O
,থাকতো,O
,চায়,O
Sentence: 2178,তোমার,O
,হাশির,O
,কাছে,O
,আমার,O
,হকল,O
,কিছু,O
,হার,O
,মানিয়া,O
,যায়,O
Sentence: 2461,গতকাইল,O
,বিকালে,O
,আমাদের,O
,এখানে,O
,বহুত,O
,বৃষ্টি,O
,অইছে,O
Sentence: 1612,দুই,O
,টুকরা,O
,ওইলো,O
,কিলা,O
Sentence: 711,আমার,O
,কালা,B-COL
,রঙ,I-COL
,ওর,O
,জামা,B-OBJ
,নাই,O
Sentence: 1679,নানার,B-REL
,জটিল,O
,অসুখ,O
,আছলো,O
Sentence: 2413,আব্বুয়ে,B-REL
,সম্মানোর,O
,লাগি,O
,মামলা,O
,করছইন,O
,না,O
Sentence: 2547,বনানীর,O
,কিতা,O
,দরকার,O
,আছিল,O
Sentence: 2331,আফনে,O
,থুরা,O
,ওদিকে,O
,আইতা,O
,ফারবা,O
,নি,O
Sentence: 503,পরীক্ষার,O
,লাগি,O
,সকাইলকু,O
,পড়লে,O
,বালা,O
,ওয়,O
Sentence: 3281,এখটা,O
,মাতও,O
,মাতাবায়,O
,না,O
Sentence: 931,কম,O
,বয়সী,O
,একগু,O
,ফুয়া,O
,বাইরে,O
,ফুটপাত,B-LOC
,ও,O
,দৌড়ার,O
Sentence: 2115,আমি,O
,চেষ্টা,O
,করছিলাম,O
Sentence: 2507,হে,O
,কিলাখান,O
,ঝিমার,O
,দেখ,O
Sentence: 1970,হারিয়ে,O
,যেতে,O
,ইচ্ছে,O
,করে,O
,অনেক,O
,দূরে,O
Sentence: 1330,নিজোর,O
,ফছন্দে,O
,বিয়া,O
,খরাটা,O
,উছিত,O
,অইছে,O
,না,O
Sentence: 1597,আমার,O
,বাসার,O
,ওবায়,O
,রাস্তার,B-LOC
,ধারো,O
,একটা,O
,ফুল,B-OBJ
,ওর,O
,দোকান,O
Sentence: 1150,হনউ,O
,এখ,O
,বাংলাদেশী,B-ROLE
,ফুয়ার,I-ROLE
,লগে,O
,পরিচয়,O
,এরবাদে,O
,সম্পর্ক,O
Sentence: 2815,রিক্সা,B-OBJ
,দিয়া,O
,আইমু,O
Sentence: 2559,যাওনারে,O
,মাথ,O
,নাই,O
Sentence: 2755,আফনে,O
,কিলাখান,O
,আছইন,O
Sentence: 2876,ওনো,O
,উবাউকা,O
Sentence: 1662,ফুরিগুর,O
,হকল,O
,কাম,O
,ওলা,O
,উলটপালট,O
,ওইরো,O
,কিতার,O
,লাগি,O
Sentence: 977,আমি,O
,বিদেশ,B-LOC
,গেছলাম,O
Sentence: 2623,আমার,O
,ওখন,O
,তোমারে,O
,ভালা,O
,লাগে,O
Sentence: 2783,আমার,O
,কাম,O
,আছে,O
Sentence: 1108,হখলতা,O
,হুনিয়া,O
,বুঝলাম,O
,যে,O
,এখন,O
,আর,O
,ইকানো,O
,থাকিয়া,O
,কুনো,O
,লাভ,O
,অইতো,O
,নায়,O
Sentence: 730,ওয়ও,O
,তুমিতাইন,O
,বাক্কা,O
,মোটা,O
Sentence: 2191,আফনি,O
,এত,O
,গরীব,O
,আগে,O
,কেনে,O
,কইলা,O
,না,O
Sentence: 2600,আমার,O
,জরুরি,O
,মাত,O
,আছে,O
Sentence: 3057,লগে,O
,আছি,O
Sentence: 3227,লইয়া,O
,বইন,O
Sentence: 1581,আমারে,O
,দেখিয়া,O
,খুব,O
,খুশি,O
,ওইলো,O
Sentence: 321,কুনদিন,O
,যে,O
,আমার,O
,স্বপ্নটা,O
,পুরণ,O
,অইতো,O
Sentence: 651,ওখন,O
,পড়াত,O
,বইমু,O
Sentence: 1933,মুই,O
,গুমানিত,O
,যাইতাম,O
Sentence: 2748,বৈ,O
,রিছে,O
Sentence: 481,আকাশ,O
,ওর,O
,নীল,B-COL
,রঙটা,I-COL
,অসাধারণ,O
Sentence: 2847,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 3152,আফনার,O
,লগে,O
,ফরিচিতো,O
,অইয়া,O
,ভালা,O
,লাগলো,O
Sentence: 2462,আমার,O
,আম্মা,B-REL
,আইজ,O
,কে,O
,শশার,B-FOOD
,তরকারি,I-FOOD
,রান্দা,O
,করছইন,O
Sentence: 2911,থুরা,O
,ঘুমাই,O
,যাও,O
Sentence: 886,আমার,O
,খালামণির,B-REL
,বিয়া,O
,ওইছে,O
,২০১৫,O
,ত,O
Sentence: 888,বিয়ার,O
,আগে,O
,খালামণি,B-REL
,এউ,O
,আমারে,O
,বড়,O
,করছোইন,O
Sentence: 1480,পিরিত,O
,বাক্কা,O
,খষ্টর,O
Sentence: 368,তরে,O
,ভুলি,O
,যাওয়ার,O
,লাগি,O
,মুই,O
,তরে,O
,ভালাপাইছলাম,O
,না,O
Sentence: 2101,সকাইলকু,O
,চা,B-FOOD
,খাইবায়,O
,নি,O
Sentence: 2177,মুই,O
,তোমার,O
,কোন,O
,মাত,O
,কিচ্ছুই,O
,বুঝতে,O
,ফারলাম,O
,না,O
Sentence: 2063,আফনে,O
,কিতা,O
,বিদেশ,B-LOC
,যাইতা,O
,চাইন,O
,নি,O
Sentence: 2975,হন,O
,লইগা,O
,যাউকগা,O
Sentence: 2453,আমার,O
,গেরামের,B-LOC
,বাড়ীর,I-LOC
,উঠান,I-LOC
,অনেক,O
,বড়,O
Sentence: 566,দরজার,B-OBJ
,কান্দাত,O
,দুইজন,O
,বইয়া,O
,গিটার,B-OBJ
,বাজাইরো,O
Sentence: 1897,তুমি,O
,দেখতে,O
,সুন্দর,O
,না,O
,হলেও,O
,আমি,O
,তোমাকেই,O
,চাই,O
Sentence: 3151,মুই,O
,এখটা,O
,ফুরি,O
Sentence: 210,ওউ,O
,গান,O
,গুইন,O
,লইয়া,O
,অনেখ,O
,আবেগ,O
,আছে,O
Sentence: 3305,ঘুরতে,O
,যে,O
,ভালা,O
,লাগে,O
Sentence: 1681,তাঁনরে,O
,হাসপাতাল,B-ORG
,ও,O
,নেওয়া,O
,ওইছিল,O
Sentence: 1669,দাদির,B-REL
,ধারো,O
,একগু,O
,ফুরান,O
,সিন্দুক,B-OBJ
,আছে,O
Sentence: 1411,খেউরে,O
,তুমার,O
,মাত,O
,হুনাইতে,O
,অইলে,O
,আগে,O
,তুমি,O
,তার,O
,মাত,O
,হুনো,O
Sentence: 195,যৌবন,O
,আওয়ার,O
,আগেউ,O
,তারে,O
,ভালাপাইছলাম,O
,আরখবার,O
,যৌবন,O
,হেষ,O
,অওয়ার,O
,বাদেও,O
,তারেউ,O
,ভালাপাইমু,O
Sentence: 2631,সব,O
,তাকি,O
,কাছ,O
,ওর,O
,মানুষ,O
Sentence: 1896,আমকে,B-FOOD
,আমাদের,O
,দেশো,B-LOC
,ফলের,B-FOOD
,রাজা,O
,বলা,O
,হয়,O
Sentence: 3027,মর,O
,লগে,O
,দেখা,O
Sentence: 341,আফনার,O
,লেখার,O
,ধরন,O
,খুবই,O
,সুন্দর,O
Sentence: 3406,দুপুর,O
,বেলা,O
,আমরার,O
,দাওয়াত,O
,আছে,O
Sentence: 2514,হে,O
,অনেক,O
,ডরালোক,O
Sentence: 2885,আমি,O
,চাইয়ার,O
Sentence: 2333,আমার,O
,বিকালে,O
,খেলার,B-LOC
,মাঠো,I-LOC
,যাইতে,O
,অইবো,O
Sentence: 3031,থিক,O
,কথাউ,O
,কইছলা,O
Sentence: 3328,খুব,O
,ভালা,O
Sentence: 1556,আর,O
,পারুল,B-PER
,এও,O
,না,O
,বুঝিয়া,O
,অইন্যের,O
,দোষ,O
,দিতো,O
,আছিল,O
Sentence: 41,আমার,O
,ছুটো,B-REL
,বইন,I-REL
,ইস্কুলো,B-ORG
,যাইতে,O
,চায়,O
,না,O
Sentence: 1282,আমরার,O
,বাসাত,O
,খেউ,O
,আইলে,O
,তাইন,O
,বাসাত,O
,ঝগড়াঝাটি,O
,লাগাই,O
,দেইন,O
Sentence: 620,হক্কল,O
,বাঁধা,O
,ফারোইয়া,O
,জীবনে,O
,সফল,O
,ওয়া,O
,লাগবো,O
Sentence: 2401,আমার,O
,বইনে,B-REL
,ইদানীং,O
,খারাফ,O
,আচরণ,O
,করের,O
Sentence: 1971,চলোনা,O
,দুইজন,O
,মিলিয়া,O
,গুইয়া,O
,আই,O
Sentence: 53,তুমি,O
,কিতা,O
,আমার,O
,লগে,O
,পিরিত,O
,করবায়,O
,নি,O
Sentence: 196,সাত,O
,বত্‌সর,O
,বাদে,O
,আমার,O
,ফছন্দর,O
,গানটা,O
,খুজিয়া,O
,ফাইলাম,O
Sentence: 549,হে,O
,যে,O
,ফুরিরে,O
,বালা,O
,ফাও,O
,হউ,O
,ফুরি,O
,ওগু,O
,ঢাকাত,B-LOC
,থাকে,O
Sentence: 95,মুই,O
,জানি,O
,ইকানো,O
,অনেক,O
,ফুড়িন,O
,কমেন্ট,O
,ফরার,O
,লাগি,O
,আইবা,O
Sentence: 3432,ঢাকার,B-LOC
,মিরপর,B-LOC
,ও,O
,থাকি,O
Sentence: 1058,আফনার,O
,আম্মা,B-REL
,আর,O
,জামাই,B-REL
,দুইজনেউ,O
,সতর্ক,O
,অইবা,O
,আফনার,O
,প্রতি,O
Sentence: 1728,আমরা,O
,বিদা,O
,লইয়া,O
,আই,O
,গেলাম,O
Sentence: 1722,রিডিং,O
,রুম,O
,ওকলও,O
,ভাগ,O
,ভাগ,O
,করা,O
,ওইছে,O
Sentence: 3023,দেখা,O
,করাত,O
,আইছিল,O
Sentence: 1671,বাক্কা,O
,দিন,O
,ধরি,O
,ওগু,O
,খোলা,O
,ওয়,O
,না,O
Sentence: 3224,আফনে,O
,নিজর,O
,ফরিবার,O
,লইয়া,O
,বইন,O
Sentence: 1603,একগু,O
,বই,B-OBJ
,নিয়া,O
,ওতো,O
,ঘটনা,O
,ঘটি,O
,যাইবো,O
Sentence: 2336,আমার,O
,গুষ্টি,O
,এ,O
,থোমারে,O
,মানতা,O
,না,O
Sentence: 1237,মোর,O
,জামাই,B-REL
,হাসপাতাল,B-ORG
,আইছে,O
,মোর,O
,আব্বারে,B-REL
,দেখাত,O
,নায়,O
,আমারে,O
,নেওয়াত,O
Sentence: 1283,মোর,O
,জামাই,B-REL
,বাসাত,O
,কুনতা,O
,আনলে,O
,সবর,O
,লাগি,O
,লইয়া,O
,আইন,O
Sentence: 1137,মোর,O
,বেমারর,O
,লাগি,O
,মোর,O
,1,O
,বৎসর,O
,গ্যাপ,O
,গেছে,O
Sentence: 423,আফনে,O
,কিতা,O
,বাংলা,O
,সিনেমা,O
,দেখতে,O
,বালা,O
,পাইন,O
,নি,O
Sentence: 576,বৃষ্টির,O
,লাগি,O
,ঢাকাত,B-LOC
,নীন,O
,কান,O
,ও,O
,নামাজ,O
,পড়া,O
,ওইবো,O
,নি,O
Sentence: 804,আমার,O
,আর,O
,বাঁচতে,O
,ইচ্ছা,O
,করে,O
,না,O
,জানোইন,O
,নি,O
Sentence: 3405,আইজ,O
,দুপুর,O
,বেলা,O
,আমরার,O
,দাওয়াত,O
,আছে,O
Sentence: 3349,চাকরি,O
,করইন,O
Sentence: 3143,মনের,O
,কথা,O
,বুঝি,O
,না,O
Sentence: 231,মুই,O
,জানি,O
,আমরার,O
,আর,O
,কুনোদিন,O
,অউ,O
,পারে,O
,একলগে,O
,বই,B-OBJ
,পড়া,O
,অইতো,O
,নায়,O
Sentence: 729,আমি,O
,কিতা,O
,খেচা,O
,মোটা,O
,নি,O
Sentence: 1315,এখটা,O
,ফুয়ায়,O
,যেমন,O
,তার,O
,বাফ,B-REL
,মার,B-REL
,দায়িত্ব,O
,পালন,O
,খরে,O
Sentence: 2762,কিতা,O
,করো,O
Sentence: 2287,আমি,O
,আর,O
,তুমি,O
,একলগে,O
,নাই,O
,আমি,O
,এইটা,O
,মানতে,O
,ফারছি,O
,না,O
Sentence: 1745,আমি,O
,আইজ,O
,কফি,B-FOOD
,খাইছি,O
,না,O
Sentence: 1459,হে,O
,জিন্দেগিতো,O
,ইস্কুলো,B-ORG
,গেছে,O
,না,O
Sentence: 2174,আমার,O
,স্ত্রী,B-REL
,আমারে,O
,ভালা,O
,ফায়,O
,না,O
Sentence: 1092,ফুয়াটায়,B-REL
,বাফ,B-REL
,চাচার,B-REL
,ডরে,O
,বাড়িত,O
,কিচ্চু,O
,কইতো,O
,ফারে,O
,না,O
Sentence: 427,আফনে,O
,কিতা,O
,ইংরেজি,O
,মাত্তে,O
,ফারোইন,O
,নি,O
Sentence: 2675,আমরার,O
,বাড়ি,O
,চাঁদপুর,B-LOC
Sentence: 538,আমি,O
,ঢাকার,B-LOC
,মিরপুর,I-LOC
,ও,O
,থাকি,O
Sentence: 3370,আফনে,O
,কিতা,O
,অন্যান্য,O
,বই,B-OBJ
,পড়ছইন,O
,নি,O
Sentence: 1744,এর,O
,মাঝে,O
,দিয়া,O
,চাকরির,O
,পড়ার,O
,লাগি,O
,বাক্কা,O
,ক্ষতি,O
,ওই,O
,গেলো,O
Sentence: 991,বউত,O
,দিন,O
,বাফ,B-REL
,ওর,O
,বাড়িত,O
,আছলাম,O
Sentence: 49,হে,O
,বাক্কা,O
,আগে,O
,তার,O
,ইস্কুলর,B-ORG
,একটা,O
,ফুড়িরে,O
,ভালা,O
,পাইতো,O
Sentence: 967,আমাত,O
,হাত,O
,ও,O
,বেদনা,O
,করের,O
Sentence: 570,তোমরার,O
,লাগি,O
,কুন্তা,O
,তো,O
,করতেউ,O
,ফারলাম,O
,না,O
,উলটা,O
,পরিবাররে,O
,শেষ,O
,করলাম,O
Sentence: 913,তুমিতাইন,O
,ওর,O
,লগে,O
,আমার,O
,জরুরি,O
,মাত,O
,আছে,O
Sentence: 2818,কিতা,O
,কর,O
Sentence: 2033,আমি,O
,আফনার,O
,ধারো,O
,শিক্ষা,O
,নিতাম,O
,চাই,O
Sentence: 1399,তাইন,O
,বুঝইন,O
,না,O
,তে,O
,আমার,O
,ঠেকা,O
,নি,O
,তানরে,O
,বুঝানির,O
Sentence: 1988,তর,O
,নাম,O
,কিতা,O
Sentence: 3053,গাড়ি,B-OBJ
,ওগুর,O
,রঙ,B-COL
,অইল,O
,লাল,B-COL
Sentence: 1031,মোর,O
,আব্বা,B-REL
,আম্মা,B-REL
,অনেখ,O
,বার,O
,মাফ,O
,চাইছিল,O
Sentence: 1694,আরেহ,O
,এর,O
,মাঝেউ,O
,দেখি,O
,বিজয়,O
,ওর,O
,মিছিল,O
,আরম্ব,O
,ওই,O
,গেছে,O
Sentence: 2418,আমারে,O
,দয়া,O
,খরিয়া,O
,ফয়সালা,O
,দেওক্কা,O
,আমি,O
,কিতা,O
,করতে,O
,পারি,O
Sentence: 2502,আমি,O
,ওবায়,O
,যাইতাম,O
,না,O
Sentence: 2896,তাইন,O
,বাক্কা,O
,লম্বা,O
Sentence: 733,তুমিতাইন,O
,যে,O
,সুন্দর,O
,দেখিয়ার,O
Sentence: 147,সত্তিকারর,O
,ভালোবাসা,O
,খালি,O
,ভালাপাওয়া,O
,মানুষটারে,O
,সুখী,O
,করতো,O
,চায়,O
,তার,O
,থাকি,O
,কুনো,O
,প্রতিদান,O
,আশা,O
,করে,O
,না,O
Sentence: 1845,আম্মা,B-REL
,ঝাড়ু,B-OBJ
,দিয়া,O
,ঘরটা,O
,পরিস্কার,O
,করছইন,O
Sentence: 243,মুই,O
,তো,O
,বাফ,B-REL
,মুই,O
,মোর,O
,ফুড়ির,B-REL
,মুকর,O
,দিকে,O
,চাইয়া,O
,বহুত্তা,O
,বুজতাম,O
,ফারি,O
Sentence: 3422,তুমাইতাইন,O
,গান,O
,গাইতে,O
,ফারতায়,O
,না,O
Sentence: 836,পার্টিত,O
,গিয়া,O
,সুন্দরী,O
,ওকলতোর,O
,লগে,O
,ফুংগামি,O
,করিয়া,O
,আও,O
Sentence: 1461,মোর,O
,জামাই,B-REL
,হুরুকালো,O
,তান,O
,মারে,B-REL
,আরাইছইন,O
Sentence: 2370,তোমার,O
,বিয়ার,O
,জীবন,O
,সুখর,O
,অইক,O
Sentence: 1185,তারার,O
,চাওয়া,O
,না,O
,চাওয়ার,O
,গুরুত্ব,O
,দেইন,O
Sentence: 2266,এই,O
,মাসো,O
,ফুয়া,B-REL
,তার,O
,পরিবার,O
,নিয়া,O
,ফাকানিত,O
,যাওয়ার,O
,কথা,O
Sentence: 2625,হাছারে,O
,বা,O
,আমার,O
,গাও,O
,জ্বর,O
Sentence: 2676,আমরার,O
,বাড়ি,O
,যশোর,B-LOC
Sentence: 2135,ফুয়াটারে,O
,মোর,O
,একদমই,O
,ভালা,O
,লাগে,O
,নাই,O
Sentence: 905,ভিডিও,O
,বানানির,O
,কিতা,O
,দরকার,O
,আছিল,O
Sentence: 1552,বই,B-OBJ
,ওগু,O
,ফাওয়া,O
,যায়,O
,কি,O
,না,O
Sentence: 2402,আমি,O
,যে,O
,ফুয়ারে,O
,ভালা,O
,ফাই,O
,ইগুয়ে,O
,আমার,O
,ফেমিলিরে,O
,সম্মান,O
,দেয়,O
,না,O
Sentence: 1716,তাইন,O
,আমার,O
,মাত,O
,ওর,O
,জবাবে,O
,আস্তে,O
,করি,O
,ওয়,O
,কইলা,O
Sentence: 3125,হে,O
,আমারে,O
,অফমান,O
,করে,O
Sentence: 3327,গলা,O
,খুব,O
,ভালা,O
Sentence: 1516,উপহার,O
,দিতে,O
,বউত,O
,ওর,O
,বালা,O
,লাগে,O
Sentence: 46,হে,O
,ইস্কুলো,B-ORG
,গিয়া,O
,বন্ধুরার,B-REL
,লগে,O
,গফ,O
,করে,O
Sentence: 3416,একগু,O
,উপহার,B-OBJ
,দিছে,O
Sentence: 50,ফুয়াাটায়,O
,তার,O
,গাউর,B-LOC
,ছুটো,O
,এখটা,O
,ইস্কুল,B-ORG
,থাকি,O
,পড়িয়া,O
,এসএসসি,O
,পাশ,O
,খরছে,O
Sentence: 801,কিন্তু,O
,আইজ,O
,পর্যন্ত,O
,আমার,O
,জামাইয়ে,B-REL
,আমারে,O
,খোঁচা,O
,মারিয়া,O
,মাতছে,O
,না,O
Sentence: 1114,মুই,O
,এখটা,O
,বিরাট,O
,সমস্যাত,O
,পড়ছি,O
,দয়া,O
,খরি,O
,খেউ,O
,হাসাহাসি,O
,খরবা,O
,না,O
Sentence: 3020,ফুরিতায়,O
,শারি,B-OBJ
,পিন্দিয়া,O
,মর,O
,লগে,O
,দেখা,O
,করাত,O
,আইছিল,O
Sentence: 2417,আমার,O
,লগে,O
,তার,O
,ফরিচয়,O
,অইছে,O
,তার,O
,ইস্কলো,B-ORG
,গিয়া,O
Sentence: 2348,আমার,O
,বান্ধুবির,B-REL
,ছোট,O
,এখটা,O
,বিলাই,B-ANI
,আছে,O
Sentence: 1741,ওউ,O
,মুগ্ধতাত,O
,ডুবি,O
,থাকতে,O
,চাই,O
,হারা,O
,জীবন,O
Sentence: 69,বাক্কাদিন,O
,বাদে,O
,এখটা,O
,ভালা,O
,ছবি,O
,দেখলাম,O
Sentence: 1737,কুন্তা,O
,লইয়া,O
,আমার,O
,রাগ,O
,থাকলে,O
,আমি,O
,কুন্তা,O
,মাতলেও,O
,তাইন,O
,চুপ,O
,করি,O
,থাকিয়া,O
,আমারে,O
,বুঝাইন,O
Sentence: 3051,গতকাইল,O
,চুরি,O
,অই,O
,গেছে,O
Sentence: 1948,বহুতে,O
,কইন,O
,পেরেম,O
,করলে,O
,মানুষ,O
,বুকা,O
,অই,O
,যাইন,O
Sentence: 866,হউ,O
,বেটি,O
,আর,O
,হে,O
,মিলিয়া,O
,আমারে,O
,গালাগালি,O
,করতে,O
,থাকে,O
Sentence: 430,আফনে,O
,কিতা,O
,বাংলা,O
,নাটক,O
,দেখতে,O
,ফারোইন,O
,নি,O
